Company Name,URL,Company Info
"Tesla, Inc","https://www.glassdoor.com.au/Overview/Working-at-Tesla-EI_IE43129.11,16.htm","www.tesla.com; Austin, United States; 10000+ Employees; 16 Locations; Type: Company - Public (TSLA); Founded in 2003; Revenue: $2 to $5 billion (USD); Transportation Equipment Manufacturing"
NXP Semiconductors N.V.,"https://www.glassdoor.com.au/Overview/Working-at-NXP-Semiconductors-EI_IE13528.11,29.htm","www.nxp.com; Eindhoven, Netherlands; 10000+ Employees; 25 Locations; Type: Company - Public (NXPI); Founded in 2006; Revenue: $5 to $10 billion (USD); Electronics Manufacturing"
Targa Resources Corp.,"https://www.glassdoor.com.au/Overview/Working-at-Targa-EI_IE42428.11,16.htm",Manually fixed
"FLEETCOR Technologies, Inc","https://www.glassdoor.com.au/Overview/Working-at-FLEETCOR-EI_IE18171.11,19.htm","www.fleetcor.com; Atlanta, United States; 10000+ Employees; 17 Locations; Type: Company - Public (FLT); Founded in 2000; Revenue: $2 to $5 billion (USD); Financial Transaction Processing"
"Kinder Morgan, Inc","https://www.glassdoor.com/Overview/Working-at-Kinder-Morgan-EI_IE4156.11,24.htm",Manually fixed
"Huntington Ingalls Industries, Inc","https://www.glassdoor.com.au/Overview/Working-at-HII-EI_IE398616.11,14.htm","hii.com/; Newport News, United States; 10000+ Employees; 13 Locations; Type: Company - Public (HII); Founded in 2011; Revenue: $10+ billion (USD); Aerospace & Defence"
The Mosaic Company,"https://www.glassdoor.com.au/Overview/Working-at-The-Mosaic-Company-EI_IE18767.11,29.htm","www.mosaicco.com; Tampa, United States; 10000+ Employees; 17 Locations; Type: Company - Public (MOS); Founded in 2004; Revenue: $10+ billion (USD); Mining & Metals"
"Prologis, Inc","https://www.glassdoor.com.au/Overview/Working-at-Prologis-EI_IE2631.11,19.htm","www.prologis.com; San Francisco, United States; 1001 to 5000 Employees; 68 Locations; Type: Company - Public (PLD); Founded in 1983; Revenue: $2 to $5 billion (USD); Real Estate"
Marathon Petroleum Corporation,"https://www.glassdoor.com.au/Overview/Working-at-Marathon-Petroleum-EI_IE7657.11,29.htm","www.marathonpetroleum.com; Findlay, United States; 10000+ Employees; 22 Locations; Type: Company - Public (MPC); Founded in 1887; Revenue: $10+ billion (USD); Energy & Utilities"
"Enphase Energy, Inc","https://www.glassdoor.com.au/Overview/Working-at-Enphase-Energy-EI_IE370454.11,25.htm","www.enphase.com; Fremont, United States; 1001 to 5000 Employees; 9 Locations; Type: Company - Public (ENPH); Founded in 2006; Revenue: $2 to $5 billion (USD); Energy & Utilities"
