Company Name,URL,Company Info
"Live Nation Entertainment, Inc","https://www.glassdoor.com.au/Overview/Working-at-Live-Nation-Entertainment-EI_IE7601.11,36.htm","www.livenationentertainment.com; Beverly Hills, US; 10000+ Employees; 26 Locations; Type: Company - Public (LYV); Founded in 2005; Revenue: $5 to $10 billion (USD); Broadcast Media"
"Chipotle Mexican Grill, Inc","https://www.glassdoor.com.au/Overview/Working-at-Chipotle-EI_IE15228.11,19.htm","jobs.chipotle.com/; Newport Beach, United States; 10000+ Employees; Type: Company - Public (CMG); Founded in 1993; Revenue: $5 to $10 billion (USD); Restaurants & Cafes"
"United Airlines Holdings, Inc","https://www.glassdoor.com.au/Overview/Working-at-United-Airlines-EI_IE683.11,26.htm","careers.united.com/us/en/; Chicago, United States; 10000+ Employees; 24 Locations; Type: Company - Public (UAL); Founded in 1926; Revenue: $10+ billion (USD); Airlines, Airports & Air Transportation"
"Fidelity National Information Services, Inc","https://www.glassdoor.com.au/Overview/Working-at-National-Information-and-Communications-Technology-Authority-EI_IE4492744.11,71.htm","www.nicta.gov.pg; Port Moresby, Papua New Guinea; 51 to 200 Employees; Type: Government; Revenue: Unknown / Non-Applicable"
TransDigm Group Incorporated,"https://www.glassdoor.com.au/Overview/Working-at-Incorporated-Village-of-Lynbrook-Recreation-Departmaent-EI_IE7036407.11,66.htm","www.lynbrookvillage.net/recreation; Lynbrook, United States; Unknown; Type: Unknown; Revenue: Unknown / Non-Applicable; Municipal Agencies"
Duke Energy Corporation,"https://www.glassdoor.com.au/Overview/Working-at-Duke-Energy-EI_IE211.11,22.htm",Manually fixed
Hess Corporation,"https://www.glassdoor.com.au/Overview/Working-at-Hess-Corporation-EI_IE30.11,27.htm","www.hess.com/; New York, United States; 1001 to 5000 Employees; 4 Locations; Type: Company - Public (HES); Founded in 1933; Revenue: $5 to $10 billion (USD); Energy & Utilities"
Pool Corporation,"https://www.glassdoor.com.au/Overview/Working-at-Corporation-Al-Tasslim-For-Delivery-EI_IE7996354.11,46.htm","Ajman, United Arab Emirates; 501 to 1000 Employees; Type: Contract; Revenue: Unknown / Non-Applicable"
Mastercard Incorporated,"https://www.glassdoor.com.au/Overview/Working-at-Mastercard-EI_IE3677.11,21.htm","bit.ly/3F3ByHW; Purchase, United States; 10000+ Employees; 20 Locations; Type: Company - Public (MA); Founded in 1966; Revenue: Unknown / Non-Applicable; Financial Transaction Processing"
"Leidos Holdings, Inc","https://www.glassdoor.com.au/Overview/Working-at-Leidos-EI_IE730545.11,17.htm","www.leidos.com; Reston, United States; 10000+ Employees; 25 Locations; Type: Company - Public (LDOS); Founded in 1969; Revenue: $10+ billion (USD); Aerospace & Defence"
"First Solar, Inc","https://www.glassdoor.com.au/Overview/Working-at-First-Solar-EI_IE41703.11,22.htm","www.firstsolar.com; Tempe, United States; 5001 to 10000 Employees; 12 Locations; Type: Company - Public (FSLR); Founded in 1999; Revenue: $2 to $5 billion (USD); Electronics Manufacturing"
"UDR, Inc","https://www.glassdoor.com.au/Overview/Working-at-UDR-EI_IE1988.11,14.htm","www.udr.com; Highlands Ranch, United States; 1001 to 5000 Employees; 27 Locations; Type: Company - Public (UDR); Founded in 1972; Revenue: $500 million to $1 billion (USD); Real Estate"
"Broadridge Financial Solutions, Inc","https://www.glassdoor.com.au/Overview/Working-at-Broadridge-EI_IE42559.11,21.htm","www.broadridge.com; Lake Success, United States; 10000+ Employees; 42 Locations; Type: Company - Public (BR); Founded in 2007; Revenue: $5 to $10 billion (USD); Financial Transaction Processing"
"Delta Air Lines, Inc","https://www.glassdoor.com.au/Overview/Working-at-Delta-Air-Lines-EI_IE197.11,26.htm","www.delta.com/us/en/careers/overview; Atlanta, United States; 10000+ Employees; 29 Locations; Type: Company - Public (DAL); Founded in 1928; Revenue: $10+ billion (USD); Airlines, Airports & Air Transportation"
Insulet Corporation,"https://www.glassdoor.com.au/Overview/Working-at-Insulet-Corporation-EI_IE42520.11,30.htm","www.insulet.com; Acton, United States; 1001 to 5000 Employees; 5 Locations; Type: Company - Public (PODD); Founded in 2000; Revenue: $2 to $5 billion (USD); Biotech & Pharmaceuticals"
Discover Financial Services,"https://www.glassdoor.com.au/Overview/Working-at-Discover-EI_IE13990.11,19.htm","jobs.discover.com; Riverwoods, United States; 10000+ Employees; 25 Locations; Type: Company - Public (DFS); Founded in 1985; Revenue: $2 to $5 billion (USD); Banking & Lending"
TE Connectivity Ltd.,"https://www.glassdoor.com.au/Overview/Working-at-TE-Connectivity-EI_IE18055.11,26.htm","www.te.com; Schaffhausen, Switzerland; 10000+ Employees; 25 Locations; Type: Company - Public (TEL); Founded in 2007; Revenue: $10+ billion (USD); Electronics Manufacturing"
The Bank of New York Mellon Corporation,"https://www.glassdoor.com.au/Overview/Working-at-BNY-Mellon-EI_IE78.11,21.htm","www.bnymellon.com/; New York, United States; 10000+ Employees; 26 Locations; Type: Company - Public (BK); Founded in 1784; Revenue: $10+ billion (USD); Investment & Asset Management"
Lululemon Athletica Inc,"https://www.glassdoor.com.au/Overview/Working-at-lululemon-EI_IE42589.11,20.htm","www.lululemon.com; Vancouver, Canada; 10000+ Employees; Type: Company - Public (LULU); Founded in 1998; Revenue: $5 to $10 billion (USD); Department, Clothing & Shoe Stores"
