Company Name,URL,Company Info
"United Parcel Service, Inc","https://www.glassdoor.com.au/Overview/Working-at-UPS-EI_IE3012.11,14.htm","www.jobs-ups.com; Atlanta, United States; 10000+ Employees; 26 Locations; Type: Company - Public (UPS); Founded in 1907; Revenue: $10+ billion (USD); Shipping & Trucking"
"United Rentals, Inc","https://www.glassdoor.com.au/Overview/Working-at-United-Rentals-EI_IE7395.11,25.htm","www.unitedrentals.com; Stamford, United States; 10000+ Employees; 25 Locations; Type: Company - Public (URI); Founded in 1997; Revenue: $5 to $10 billion (USD); Construction"
RTX Corporation,"https://www.glassdoor.com.au/Overview/Working-at-RTX-EI_IE561.11,14.htm","www.rtx.com; Arlington, United States; 10000+ Employees; 25 Locations; Type: Company - Public (RTX); Founded in 2020; Revenue: $10+ billion (USD); Aerospace & Defence"
UnitedHealth Group Incorporated,"https://www.glassdoor.com.au/Overview/Working-at-UnitedHealth-Group-EI_IE1991.11,29.htm","www.unitedhealthgroup.com; Minnetonka, United States; 10000+ Employees; 25 Locations; Type: Company - Public (UNH); Founded in 1977; Revenue: $10+ billion (USD); Healthcare Services & Hospitals"
"Universal Health Services, Inc","https://www.glassdoor.com.au/Overview/Working-at-Universal-Health-Services-Inc-EI_IE2001.11,40.htm","www.uhs.com; King of Prussia, United States; 10000+ Employees; 26 Locations; Type: Company - Public (UHS); Founded in 1978; Revenue: $10+ billion (USD); Healthcare Services & Hospitals"
V.F. Corporation,"https://www.glassdoor.com.au/Overview/Working-at-VF-EI_IE703.11,13.htm","www.vfc.com; Denver, United States; 10000+ Employees; 12 Locations; Type: Company - Public (VFC); Founded in 1889; Revenue: $10+ billion (USD); Department, Clothing & Shoe Stores"
Valero Energy Corporation,"https://www.glassdoor.com.au/Overview/Working-at-Valero-EI_IE704.11,17.htm","www.valero.com; San Antonio, United States; 10000+ Employees; 16 Locations; Type: Company - Public (VLO); Founded in 1980; Revenue: $10+ billion (USD); Energy & Utilities"
"Ventas, Inc","https://www.glassdoor.com.au/Overview/Working-at-Ventas-Inc-EI_IE8222.11,21.htm","www.ventasreit.com; Chicago, United States; 201 to 500 Employees; 2 Locations; Type: Company - Public (VTR); Founded in 1998; Revenue: $2 to $5 billion (USD); Real Estate"
"VeriSign, Inc","https://www.glassdoor.com.au/Overview/Working-at-Verisign-EI_IE7492.11,19.htm","www.verisign.com/; Reston, United States; 501 to 1000 Employees; 3 Locations; Type: Company - Public (VRSN); Founded in 1995; Revenue: $2 to $5 billion (USD); Internet & Web Services"
Verizon Communications Inc,"https://www.glassdoor.com.au/Overview/Working-at-Verizon-EI_IE89.11,18.htm","mycareer.verizon.com/; New York, United States; 10000+ Employees; 23 Locations; Type: Company - Public (VZ); Founded in 2000; Revenue: $10+ billion (USD); Telecommunications Services"
Vertex Pharmaceuticals Incorporated,"https://www.glassdoor.com.au/Overview/Working-at-Vertex-Pharmaceuticals-EI_IE2080.11,33.htm","www.vrtx.com; Boston, United States; 1001 to 5000 Employees; 6 Locations; Type: Company - Public (VRTX); Founded in 1989; Revenue: $5 to $10 billion (USD); Biotech & Pharmaceuticals"
Vulcan Materials Company,"https://www.glassdoor.com.au/Overview/Working-at-Vulcan-Materials-EI_IE709.11,27.htm","www.vulcanmaterials.com; Birmingham, United States; 10000+ Employees; Type: Company - Public (VMC); Founded in 1957; Revenue: $2 to $5 billion (USD); Mining & Metals"
Westinghouse Air Brake Technologies Corporation,"https://www.glassdoor.com.au/Overview/Working-at-Westinghouse-EI_IE8629.11,23.htm","www.westinghousenuclear.com/; Cranberry Township, United States; 5001 to 10000 Employees; 20 Locations; Type: Subsidiary or Business Segment; Revenue: $2 to $5 billion (USD); Energy & Utilities"
"Walgreens Boots Alliance, Inc","https://www.glassdoor.com.au/Overview/Working-at-Walgreens-Boots-Alliance-EI_IE3779.11,35.htm","www.walgreensbootsalliance.com; Deerfield, United States; 10000+ Employees; 2 Locations; Type: Company - Public (WBA); Founded in 2014; Revenue: $10+ billion (USD); Drug & Health Stores"
"Waste Management, Inc","https://www.glassdoor.com.au/Overview/Working-at-WM-EI_IE2094.11,13.htm","www.wm.com; Houston, United States; 10000+ Employees; 25 Locations; Type: Company - Public (WM); Founded in 1971; Revenue: $10+ billion (USD); Building & Personnel Services"
Waters Corporation,"https://www.glassdoor.com.au/Overview/Working-at-Waters-EI_IE5431.11,17.htm","www.waters.com; Milford, United States; 5001 to 10000 Employees; 11 Locations; Type: Company - Public (WAT); Founded in 1958; Revenue: $2 to $5 billion (USD); Biotech & Pharmaceuticals"
Wells Fargo & Company,"https://www.glassdoor.com.au/Overview/Working-at-Wells-Fargo-EI_IE8876.11,22.htm","www.wellsfargojobs.com/en/well-life/; San Francisco, United States; 10000+ Employees; 26 Locations; Type: Company - Public (WFC); Founded in 1852; Revenue: $10+ billion (USD); Banking & Lending"
"West Pharmaceutical Services, Inc","https://www.glassdoor.com.au/Overview/Working-at-West-Pharmaceutical-Services-EI_IE729.11,39.htm","www.westpharma.com; Exton, United States; 10000+ Employees; 14 Locations; Type: Company - Public (WST); Founded in 1923; Revenue: $2 to $5 billion (USD); Health Care Products Manufacturing"
Western Digital Corporation,"https://www.glassdoor.com.au/Overview/Working-at-Western-Digital-EI_IE1067.11,26.htm","jobs.wdc.com; San Jose, United States; 10000+ Employees; 24 Locations; Type: Company - Public (WDC); Founded in 1970; Revenue: $10+ billion (USD); Computer Hardware Development"
